Title,Authors
Left Ventricle Contouring in Cardiac Images in the Internet of Medical Things via Deep Reinforcement Learning.,"Yining Wang,Jundong Pan,Yameng Han,Shufang Li,F. Richard Yu,Kaiyue Wang,Sixing Yin"
Fairness-Based 3-D Multi-UAV Trajectory Optimization in Multi-UAV-Assisted MEC System.,"Yejun He,Haixia Cui,Youhui Gan,Mohsen Guizani"
Genetic Algorithm With Opposition-Based Learning and Redirection for Secure Localization Using ToA Measurements in Wireless Networks.,"Shu-Di Bao,Xinjie Yang,Weizhong Ding,Shengming Chang,Meng Chen"
When Hierarchical Federated Learning Meets Stochastic Game: Toward an Intelligent UAV Charging in Urban Prosumers.,"Yan Kyaw Tun,Sheikh Salman Hassan,Pyae Sone Aung,Luyao Zou,Choong Seon Hong,Md. Shirajum Munir"
Digital-Twin-Assisted Resource Allocation for Network Slicing in Industry 4.0 and Beyond Using Distributed Deep Reinforcement Learning.,"Yucong Du,Jinyu Li,Lun Tang,Qinghai Liu,Shirui Li,Qianbin Chen"
Cooperative Physical Layer Authentication With Reputation-Inspired Collaborator Selection.,"Tianhui Zhang,Yan Huo,Liran Ma,Qinghe Gao,Rayna Li,Yue Wu"
The Use of SNN for Ultralow-Power RF Fingerprinting Identification With Attention Mechanisms in VDES-SAT.,"Jin Sha,Qi Jiang"
Privacy-Preserving and Communication-Efficient Energy Prediction Scheme Based on Federated Learning for Smart Grids.,"Mahmoud M. Badr,Waleed Alasmary,Abdulah Jeza Aljohani,Yuguang Fang,Mohamed M. E. A. Mahmoud,Mohammed J. Abdulaal,Mohamed I. Ibrahem"
Maximizing Throughput for Coexisting Wireless Body Area Networks (WBANs) Based on Optimal Clustering.,"Chenyang Wang,Yuxin Chen,Xiaokang Hu,Kunqi Guo,Jiajun Zhang,Yuting Qian"
Multiobjective 3-D UAV Movement Planning in Wireless Sensor Networks Using Bioinspired Swarm Intelligence.,"Sang-Jo Yoo,Aliia Beishenalieva"
High-Speed Ramp Merging Behavior Decision for Autonomous Vehicles Based on Multiagent Reinforcement Learning.,"Hao Li,Xinfeng Zhang,Bin Xu,Yajun Wang,Lin Wu,Huan Liu"
Research on Distributed Compressed Sensing With Dynamic Block Sparsity for Underwater Acoustic Channel Estimation.,"Yuehai Zhou,Aijun Song,Feng Tong,Dongsheng Chen"
Tensor-Enabled Communication-Efficient and Trustworthy Federated Learning for Heterogeneous Intelligent Space-Air-Ground-Integrated IoT.,"Wanli Lu,Laurence T. Yang,Ruonan Zhao,Debin Liu"
"A Wideband Dual-Circularly Polarized, Simultaneous Transmit and Receive (STAR) Antenna Array for Integrated Sensing and Communication in IoT.","Changzhan Gu,Lina Ma,Jingyun Lu,Junfa Mao"
Cooperative Body Channel Communications for Energy-Efficient Internet of Bodies.,"Abdulkadir Celik,Ahmed M. Eltawil,Abeer Alamoudi"
Visual Object Detection and Tracking for Internet of Things Devices Based on Spatial Attention Powered Multidomain Network.,"Yong Yang,Lei Yu,Haining Gao,Hongdan Shen,Yinling Wang,Imran Ali Khan"
Adversarial Learning Networks for FinTech Applications Using Heterogeneous Data Sources.,"Sunder Ali Khowaja,Parus Khuwaja,Kapal Dev"
A Deep Reinforcement Approach for Energy-Efficient Resource Assignment in Cooperative NOMA-Enhanced Cellular Networks.,"Zhi-Chao Rui,Jing Yang,Yan-Yan Guo,Yun Gao,Xiao-Long Tan"
Collaborative AI-Enabled Intelligent Partial Service Provisioning in Green Industrial Fog Networks.,"Satish Narayana Srirama,Abhishek Hazra,Mainak Adhikari,Tarachand Amgoth"
Reinforcement Learning Framework for Server Placement and Workload Allocation in Multiaccess Edge Computing.,"Jamal Bentahar,Hani Sami,Anahita Mazloomi,Hadi Otrok,Azzam Mourad"
Computed Tomography and 3-D Face Scan Fusion for IoT-Based Diagnostic Solutions.,"Guo Bai,Guangtao Zhai,Zhiyuan Qu,Zhongpai Gao,Chi Yang,Hongyi Jing,Zhiyuan Zhang,Leilei Yu"
Energy Efficiency and Delay Optimization of Virtual Slicing of Fog Radio Access Network.,"Kwang-Cheng Chen,Gan Zheng,Kai Liang,Liqiang Zhao,Yaoyuan Zhang"
Federated-SRUs: A Federated-Simple-Recurrent-Units-Based IDS for Accurate Detection of Cyber Attacks Against IoT-Augmented Industrial Control Systems.,"Umar Zia,Yasir Hussain,Dechang Pi,Muhammad Zahid Abbas,Hatem Soliman,Izhar Ahmed Khan"
User Features-Aware Content Delivery in Cache-Enabled Mobile MD2D Network.,"Xiaopei Chen,Zhijian Lin,Zexiong Zeng,Pingping Chen,Ying Wang"
Contract-Theory-Based Incentive Mechanism for Federated Learning in Health CrowdSensing.,"Xin He,Xi Yu,Li Li,Xuliang Cai,Yanhong Liu"
Revolution on Wheels: A Survey on the Positive and Negative Impacts of Connected and Automated Vehicles in Era of Mixed Autonomy.,"Wenwei Yue,Fei Richard Yu,Changle Li,Peibo Duan"
Energy Minimization in RIS-Assisted UAV-Enabled Wireless Power Transfer Systems.,"Hong Ren,Li Li,Zhangjie Peng,Zhenkun Zhang,Cunhua Pan"
Research on Intelligent Platform Construction and Pavement Management of Expressway Operation and Maintenance Based on BIM+GIS Technology.,"Changrong Lv,Jian Liu,Qingying Li,Ping Zhang,Bori Cong"
Big Data Swarm Intelligence Optimization Algorithm Application in the Intelligent Management of an E-Commerce Logistics Warehouse.,"Jie Liu,Ying Wang,Zhi Chen"
Changes of Functional Brain Network in Neonates with Different Degrees of Hypoxic-Ischemic Encephalopathy.,"Lu Lin,Min Yu,Yi Wang,Guowei Hua,Lichi Zhang,Hongxin Li,Yingying Wang"
Immediate Effects of Vagal Nerve Stimulation in Drug-Resistant Epilepsy Revealed by Magnetoencephalographic Recordings.,"Jinxin Bu,Kefan Chen,Haitao Zhu,Yuejun Li,Haiyan Ma,Honghao Xu,Qiqi Chen,Lu Yang,Rui Zhang,Fangqing Chen"
Intracranial Atherosclerotic Stenosis Is Associated with Cognitive Impairment in Patients with Nondisabling Ischemic Stroke: A pCASL-Based Study.,"Bensheng Qiu,Pan Wu,Xingqi Wu,Baogen Du,Yuanyuan Liu,Yuting Mo,Ling Wei,Ying Zhang,Shanshan Yin,Panpan Hu,Kai Wang,Qiang Wei,Shanshan Cao"
Single Image Reflection Removal From Glass Surfaces via Multi-Scale Reflection Detection.,"Tao Yan,Rynson W. H. Lau,Zhengtian Wu,Jiahui Gao,Helong Li"
A Context-Aware Multi-Event Identification Method for Nonintrusive Load Monitoring.,"Runhai Jiao,Chengyang Li,Brij B. Gupta,Tianle Zhang,Gangyi Xun,Guangwei Yan"
EMSN: An Energy-Efficient Memristive Sequencer Network for Human Emotion Classification in Mental Health Monitoring.,"Zhekang Dong,Guangdong Zhou,Chun Sing Lai,Yifeng Han,Xiaoyue Ji,Donglian Qi"
Neural-Free Attention for Monaural Speech Enhancement Toward Voice User Interface for Consumer Electronics.,"Ruijin Guo,Moran Chen,Deying Chen,Qi Song,Xinyuan Qian,Mingjiang Wang,Qiquan Zhang"
Blockchain Assisted Hybrid Intrusion Detection System in Autonomous Vehicles for Industry 5.0.,"Sudha Anbalagan,Deepak Suresh Rajendran,Gunasekaran Raja,Sugeerthi Gurumoorthy,Kaviyarasu Ayyakannu"
BSFR-SH: Blockchain-Enabled Security Framework Against Ransomware Attacks for Smart Healthcare.,"Mohammad Wazid,Sachin Shetty,Ashok Kumar Das"
YOLOD: A Task Decoupled Network Based on YOLOv5.,"Qing Chen,Wei Cheng,Xingzhu Liang,Xinyun Yan,Chunjiong Zhang,Lixin Wang"
Real-Time and Robust Video Stabilization Based on Block-Wised Gradient Features.,"Fan Wang,Xinke Li,Yongming Li,Haofan Mo"
MIMO-NOMA-Aided Healthcare IoT Networking: Automated Massive Connectivity Protocol.,"Jue Wang,Yue Yin,Lanke Hu,Li Bing,Yating Gu"
"Guest Editorial DENSE - Data Integrity, Integration and Security Issues for Consumer Data in Industry 5.0.","Sunder Ali Khowaja,Chih-Lin I,Kapal Dev"
"Implementation, service effectiveness and satisfaction with teleconsultation services in China during the COVID-19 pandemic: from the Perspective of Primary Health Care Professionals.","Linlin Wang,Jie Zhao,Zhongke Tan,Fangfang Cui,Yaoen Lu,Qianqian Ma,Xianying He,Dongxu Sun,Ming Ye,Jinming Shi,Zhaohan Fan"
Multidisciplinary considerations of fairness in medical AI: A scoping review.,"Zhuo Ma,Yaxin Song,Yue Wang,Xiaoxue Han"
Mining the vaccination willingness of China using social media data.,"Jiaming Ding,Qiang Zhang,Anning Wang"
Prediction of prognosis in COVID-19 patients using machine learning: A systematic review and meta-analysis.,"Jiayuan Chen,Bilin Liang,Huwei Shi,Lu Lu,Sichen Liu,Zhongzhou Xiao,Ruiyao Chen,Shuqing Luo,Sen Yang,Jie Xu"
Deep learning for pancreatic diseases based on endoscopic ultrasound: A systematic review.,"Jinzhou Zhu,Shuting Qu,Wei Xu,Chunfang Xu,Jingwen Gao,Lu Liu,Minyue Yin,Jiaxi Lin,Xiaolin Liu"
Effects of telemedicine-based follow-up management on adults with obstructive sleep apnea: A systematic review and meta-analysis.,"Shuang Wang,Huihui Xi,Lirong Guo,Yirou Niu,Shuhan Wang,Ruiting Zhu,Xuance Xiong,Yingze Guo"
Development and national scale implementation of an open-source electronic laboratory information system (OpenELIS) in C,"Pascal Komena,Nadine Abiola,Patricia Sadate Ngatchou,Casey Iiams-Hauser,Natacha Kohemun,Lucy A. Perrone,Yao He,Adama Pongathie,Nancy H. Puttkammer,Alain Kouakou,Christiane Adj,Carli Rogosin,Jean Bernard Koffi,Paul Henri Assoa,Mary Kirk,Jan Flowers,Yves-Rolland Kouabenan,Jennifer Antilla"
MVIRA: A model based on Missing Value Imputation and Reliability Assessment for mortality risk prediction.,"Bo Li,Hongfeng Sun,Jianjun Zhang,Xiaojing Yu,Fanyu Kong,Yide Jin,Hui Liu,Yuliang Shi,Li Song"
Key influencing factors of vertical integration of electronic health records in medical consortiums.,"Tao-Zhen Bai,Yu Chen,Sheng-Hu Tian"
Development and validation of a preliminary clinical support system for measuring the probability of incident 2-year (pre)frailty among community-dwelling older adults: A prospective cohort study.,"Yanhui Bian,Liming Yang,Huaxin Si,Jiaqi Yu,Yanyan Li,Lili Ji,Hongpeng Liu,Xiaoxia Qiao,Zhuming Shi,Wenyu Wang,Yaru Jin,Qinqin Liu,Cuili Wang,Ming Zhang"
The effect of using internet hospitals on the physician-patient relationship: Patient perspective.,"Gang Li,Zemiao Zhang,Yinhuan Hu,Sha Liu,Shaochun Yuan,Chuntao Lu,Dehe Li"
Explainable deep learning model to predict invasive bacterial infection in febrile young infants: A retrospective study.,"Yi-Min Wang,Chun-Hung Richard Lin,Ying Yang,Tien-Yu Chen,Ying-Hsien Huang,I-Min Chiu,Chi-Ming Tsai,Chi-Yung Cheng"
"Machine learning prediction models and nomogram to predict the risk of in-hospital death for severe DKA: A clinical study based on MIMIC-IV, eICU databases, and a college hospital ICU.","Mingyan Zhao,Xianglin Meng,Yue Li,Wanqiu Xie"
Machine learning-based clinical decision support systems for pregnancy care: A systematic review.,"Fionnuala M. McAuliffe,Yuhan Du,Anna Markella Antoniadi,Lan Wei,Catherine McNestry,Catherine Mooney"
Comparison of case-based learning using Watson for oncology and traditional method in teaching undergraduate medical students.,"Yi Yao,Bin Xu,Tangpeng Xu,Qibin Song,Chen Zhao"
The limited usage and effect of smart phones and an online tutoring system for regular and large-scale university English teaching.,"Huixiao Le,Jiyou Jia,Yuzhen Li"
A Blockchain-based MQTT Protocol Optimization Algorithm.,"Wei Gao,Lixia Zhang,Yun Ju"
Multi-scale Feature Extraction and Fusion Net: Research on UAVs Image Semantic Segmentation Technology.,"Dongxu Chang,Zhansheng Tian,Wei Sun,Jiajia Liu,Liwei Wang,Xiaogang Li,Di Su,Shuxuan Wang"
Adaptive Feature Point Image Registration Algorithm with Added Spatial Constraint Model.,"Songlin Yu,Jijun Wang,Fangyuan Li,Yan Li,Xiao Zhou,Yuhua Chen"
Learning qualitative probabilistic networks with reduced ambiguous signs from complete data.,"Wei Xu,Yali Lv,Lifang Wang,Qian Wang"
VGBNet: a disease diagnosis model based on local and global information fusion.,"Xia Wang,Qiang Zhang,Xinyu Zhao,Yong Li,Hai Jia,Manfu Ma"
Design of emergency rescue plans and rescue equipment for confined spaces.,"Youchun Li,Haiping Li,Yue Zhou,Jianye Cui,Shan Gao"
Modified Jaya algorithm with depth search and perturbation.,"Xiang Liu,Jun Tang"
Improved rough,"Jun Ye,Lei Wang,Tingyu Ye"
Non-destructive diagnosis of knee osteoarthritis based on sparse coding of MRI.,"Dong Zhang,Huifeng Ren"
A method of designing swinging-leg walking trajectory for biped robot on plat ground.,"Jian Zhang,Yuzhen Pi,Huazhong Li,Quande Yuan,Yingli Shu,Wende Ke"
Multi-population artificial bee colony algorithm based on the nearest neighbour partition.,"Xin Li,Mingze Ma,Wenjun Wang"
Application of particle swarm optimisation algorithm in manipulator compliance control.,"Zhi Bai,Kai Guo,Zhilin Ma"
A Multi-Period Constrained Multi-Objective Evolutionary Algorithm with Orthogonal Learning for Solving the Complex Carbon Neutral Stock Portfolio Optimization Model.,"Xinchao Zhao,Lingjuan Ye,Rui Li,Yinnan Chen"
Unified Variable Selection for Varying Coefficient Models with Longitudinal Data.,"Kongsheng Zhang,Yan Zhou,Xiaoli Xu,Mingtao Zhao"
Strong Structural Controllability Based on Leader-Follower Framework.,"Wei Qi,Zhijian Ji,Chong Lin,Yungang Liu"
Distance-Based Regression Analysis for Measuring Associations.,"Aiyi Liu,Qizhai Li,Yuke Shi,Wei Zhang"
Robust Calibration of Computer Models Based on Huber Loss.,"Xiangzhong Fang,Yang Sun"
Study on the Problem of Multistage Vaccine Production and Allocation with Capacity Constraints.,"Qianqian Han,Zhenping Li,Yong Fang,Yuwei Zhang"
Individual Word Length Patterns for Fractional Factorial (Split-Plot) Designs.,"Minqian Liu,Jianfeng Yang,Xiaoxue Han,Jianbin Chen"
Fractional Order Iteration for Gradient Descent Method Based on Event-Triggered Mechanism.,"Jiajie Lu,Yong Wang,Yuan Fan"
Distributed Solving Linear Algebraic Equations with Switched Fractional Order Dynamics.,"Wenqiang Yu,Songsong Cheng,Shuping He"
Extreme Risk Measurement of Carbon Market Considering Multifractal Characteristics.,"Di Pan,Dandan Zhu,Chen Zhang"
Research on the Optimal Aggregation Method of Judgment Matrices Based on Spatial Steiner-Weber Point.,"Wei Liu,Lei Li,Yuhong Wang"
Cooperative Game Theory Based Coordinated Scheduling of Two-Machine Flow-Shop and Transportation.,"Hua Gong,Wenjuan Sun,Peng Liu"
Nonlinear Inverse Relations of the Bell Polynomials via the Lagrange Inversion Formula (II).,"Jin Wang,Xinrong Ma"
Mean-Square Output Consensus of Heterogeneous Multi-Agent Systems with Multiplicative Noises in Dynamics and Measurements.,"Shixian Luo,Bo Lin,Yan Jiang"
Practical Exponential Stability of Two Dimensional Nonlinear Switched Positive Systems in the Roesser Model.,"Yuangong Sun,Jie Zhang"
"Efficient Water-Saving Irrigation, Space Efficiency and Agricultural Development - Study Based on Spatial Stochastic Frontier Model.","Jian Huang,Aihua Han,Zhengyuan Zhu,Xin Wang"
Penalized M-Estimation Based on Standard Error Adjusted Adaptive Elastic-Net.,"Xianjun Wu,Guo-Liang Tian,Tao Li,Wenting Hu,Mingqiu Wang"
Improved Information Set Decoding Algorithms over Galois Ring in the Lee Metric.,"Yu Li,Li-Ping Wang"
How to Estimate the Mortality Risk of COVID-19: A New Approach with a Three-Factor Decomposition.,"Bing Cheng,Tao Yang,Peixin Wu,Shouyang Wang,Qin Bao,Yuze Li,Yangyang Zheng"
Transformer-Based Deep Learning Network for Tooth Segmentation on Panoramic Radiographs.,"Xue Yan,Chen Sheng,Lin Wang,Tian Wang,Jiazhu Wang,Wenjie Hou,Laiqing Xu,Yalin Guo,Zhenhuan Huang"
Trade Destruction and Trade Deflection: A Quasi-Natural Experiment Based on the US Additional Tariffs.,"Yu Zhang,Xiang Gao,Cuihong Yang,Ran Xu"
High-Dimensional Volatility Matrix Estimation with Cross-Sectional Dependent and Heavy-Tailed Microstructural Noise.,"Wanwan Liang,Bo Zhang,Bingyi Jing,Ben Wu,Xinyan Fan"
Support Recovery of Gaussian Graphical Model with False Discovery Rate Control.,"Zhaojun Wang,Yuhao Zhang,Yanhong Liu"
The Stability of Imitation Dynamics with Continuously Distributed Delays.,"Jinxiu Pi,Hui Yang,Caiya Fang,Wenjun Wu"
Multivariable Decoupling Control of Civil Turbofan Engines Based on Fully Actuated System Approach.,"Huanshui Zhang,Hongxia Wang,Zhaorong Zhang,Kai Peng,Fan Yang"
Empirical Likelihood for a First-Order Generalized Random Coefficient Integer-Valued Autoregressive Process.,"Jianhua Cheng,Xu Wang,Dehui Wang"
Quantized Formation Control of Heterogeneous Nonlinear Multi-Agent Systems with Switching Topology.,"Jun Hu,Ying Liu,Yongming Li"
Event-Triggered Optimal Nonlinear Systems Control Based on State Observer and Neural Network.,"Haoyun Li,Yuan Fan,Yuchao Guo,Tianhong Pan,Songsong Cheng"
A New Risk Measure MMVaR: Properties and Empirical Research.,"Dan Chen,Yu Chen,Keqi Tan"
Information collection system for fall detection of stroke patients under cascade algorithm in the context of multi-modal information fusion and e-health.,"Jinsheng Zhou,Dingying Ma,Xiao Lv,Xinke Li,Lili Zhang"
Autonomous driving planning and decision making based on game theory and reinforcement learning.,"Weiping Duan,Hongbiao Zhou,Zhongyi Tang,Wei Liu"
SVM-based generative adverserial networks for federated learning and edge computing attack model and outpoising.,"Tariq Ahamed Ahanger,Wajdi Alhakami,S. T. Suganthi,Ranjan Walia,Mounir Hamdi,Poongodi Manoharan,M. M. Kamruzzaman,Sami Bourouis,Celestine Iwendi"
Proof-of-concept of an information visualization classification approach based on their fine-grained features.,"Alicia Garc,Roberto Ther,Andrea V,Francisco Jos"
MCDIP-ADMM: Overcoming overfitting in DIP-based CT reconstruction.,"Qingping Zhou,Chen Cheng"
Graph attentive matrix factorization for social recommendation.,"Yangdong Ye,Bin Wu,Xue Zhang"
Adaptive ankle impedance control for bipedal robotic upright balance.,"Yaxu Xue,Yifei Wang,Pengfei Li,Longzhi Yang,Kaiyang Yin,Kejie Dai"
Exploiting community and structural hole spanner for influence maximization in social networks.,"Ziang Chen,Xiao Li"
Embedded intelligent fetal heart rate monitoring system under empirical mode decomposition algorithm and its usage in pregnant women with pregnancy bacterial infection complications and nursing.,"Faying Lian,Yanyan Han,Hui Liu,Huan Shao"
Application of permutation entropy and factorization network in the classification of congenital heart disease.,"Zhe Lin,Zhiqiang Zhang,Zhijian Xiao,Qian Jiang,Qichu Wang,Miao Xiao"
Data-driven decision-making model based on artificial intelligence in higher education system of colleges and universities.,"Yusi Teng,Ting Sun,Jie Zhang"
A Miniaturized Ultrasonic Micro-Hole Perforator for Minimally Invasive Craniotomy.,"Yatong Wang,Zhe Li,Shufu Liao,Maosen Deng,Bin Liu,Xuan Li,Shier Nee Saw"
A Novel Method for Vibrotactile Proprioceptive Feedback Using Spatial Encoding and Gaussian Interpolation.,"Strahinja Dosen,Michele Canepa,Lorenzo De Michieli,Marianna Semprini,Nicol,Dario Di Domenico,Andrea Marinelli,Michela Chiappalone,Matteo Laffranchi"
Autonomous Robotic Ultrasound Vascular Imaging System With Decoupled Control Strategy for External-Vision-Free Environments.,"Xinran Zhang,Guochen Ning,Hongen Liao,Hanying Liang"
Study on B16 Cell Cytotoxicity by High Frequency Reversible Electroporation With Bleomycin That Induces Hallmarks of Immunogenic Death.,"Shuo Chen,Jinjin Shi,Sixuan Wu,Yanpeng Lv,Xian Cheng,Chenguo Yao"
Intravascular Optical Coherence Tomography Utilizing a Miniature Piezoelectric-Driven Probe.,"Zhiyi Wen,Boquan Wang,Zhixin Geng,Xiaopin Hu,Kuiyuan Tao,Dawei Wu,Xiaoxiao Liu,Xiaoniu Li,Weicen Chen,Rui Liu,Chenzhi You"
Laparoscopic Photoacoustic Imaging System Based on Side-Illumination Diffusing Fibers.,"Matthew C. Flegal,Yao Shen,Yuxiang Liu,Gregory S. Fischer,Loris Fichera,Yang Wang,Yiwei Jiang,Shang Gao,Benjamin C. Nephew,Haichong K. Zhang,Mucheng Li"
Non-Invasive Ultrasound Modulation of Solitary Tract Nucleus Exerts a Sustainable Antihypertensive Effect in Spontaneously Hypertensive Rats.,"Jingjing Zhang,Siyuan Zhang,Fangyuan Cao,Pengyu Ren,Chunhao Lai,Tianqi Xu,Jie Han,Dapeng Li,Ayache Bouakaz,Mingxi Wan,Mengke Wang"
